city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Santa Clara,Santa Clara,CA,California,6085,Santa Clara,37.3645,-121.968,130365,2761,polygon,FALSE,TRUE,America/Los_Angeles,2,95054 95050 95051 95053 95052 95055 95056,1840021571
Racine,Racine,WI,Wisconsin,55101,Racine,42.7274,-87.8135,130142,1915,polygon,FALSE,TRUE,America/Chicago,2,53405 53404 53406 53403 53402 53401 53407 53408,1840002493
Greenville,Greenville,NC,North Carolina,37147,Pitt,35.5956,-77.3768,130118,1012,polygon,FALSE,TRUE,America/New_York,2,27834 27858 27833 27835 27836,1840013407
Stamford,Stamford,CT,Connecticut,9001,Fairfield,41.1035,-73.5583,129638,1330,polygon,FALSE,TRUE,America/New_York,2,06906 06907 06905 06902 06903 06901 06904 06910 06911 06912 06913 06914 06926 06927,1840004841
Elizabeth,Elizabeth,NJ,New Jersey,34039,Union,40.6657,-74.1912,129216,4049,polygon,FALSE,TRUE,America/New_York,2,07208 07202 07201 07206 07207,1840003613
Johnson City,Johnson City,TN,Tennessee,47179,Washington,36.3406,-82.3803,127571,599,polygon,FALSE,TRUE,America/New_York,2,37614 37615 37601 37604 37602 37605 37684,1840014462
Lynchburg,Lynchburg,VA,Virginia,51680,Lynchburg,37.4003,-79.1909,126814,647,polygon,FALSE,TRUE,America/New_York,2,24504 24502 24503 24501 24505 24506 24513 24514,1840003855
Simi Valley,Simi Valley,CA,California,6111,Ventura,34.2663,-118.749,126589,1167,polygon,FALSE,TRUE,America/Los_Angeles,2,93063 93065 93062 93094 93099,1840021843
Fort Smith,Fort Smith,AR,Arkansas,5131,Sebastian,35.3493,-94.3695,125354,536,polygon,FALSE,TRUE,America/Chicago,2,72901 72904 72908 72903 72923 72916 72905 72906 72913 72914 72917 72918 72919,1840013456
Kenosha,Kenosha,WI,Wisconsin,55059,Kenosha,42.5864,-87.8765,124972,1378,polygon,FALSE,TRUE,America/Chicago,2,53144 53140 53142 53143 53141,1840003160
South Lyon,South Lyon,MI,Michigan,26125,Oakland,42.4614,-83.6526,124694,1219,polygon,FALSE,TRUE,America/Detroit,2,48178,1840002432
Boulder,Boulder,CO,Colorado,8013,Boulder,40.0249,-105.2523,124345,1551,polygon,FALSE,TRUE,America/Denver,2,80310 80304 80305 80302 80303 80301 80307 80309 80314,1840018774
Pearland,Pearland,TX,Texas,48039,Brazoria,29.5585,-95.3215,122460,981,polygon,FALSE,TRUE,America/Chicago,2,77047 77089 77584 77581 77588,1840020979
Berkeley,Berkeley,CA,California,6001,Alameda,37.8723,-122.276,121363,4473,polygon,FALSE,TRUE,America/Los_Angeles,2,94708 94707 94705 94704 94703 94702 94709 94710 94720 94701 94712,1840018914
Richardson,Richardson,TX,Texas,48113,Dallas,32.9717,-96.7093,121323,1639,polygon,FALSE,TRUE,America/Chicago,2,75081 75080 75082 75045 75083 75085,1840020710
Redding,Redding,CA,California,6089,Shasta,40.5698,-122.365,121313,599,polygon,FALSE,TRUE,America/Los_Angeles,2,96002 96003 96001,1840020141
Arvada,Arvada,CO,Colorado,8059,Jefferson,39.8321,-105.1511,121272,1207,polygon,FALSE,TRUE,America/Denver,2,80005 80004 80007 80003 80002 80403 80001 80006,1840018788
St. George,St. George,UT,Utah,49053,Washington,37.077,-113.577,120899,449,polygon,FALSE,TRUE,America/Denver,2,84770 84790 84791,1840021559
Billings,Billings,MT,Montana,30111,Yellowstone,45.7891,-108.5524,120728,948,polygon,FALSE,TRUE,America/Denver,2,59106 59105 59102 59101 59104 59107 59108 59115 59116 59117,1840018496
Yuba City,Yuba City,CA,California,6101,Sutter,39.1357,-121.6381,120456,1736,polygon,FALSE,TRUE,America/Los_Angeles,2,95991 95993,1840021463
Rochester,Rochester,MN,Minnesota,27109,Olmsted,44.0151,-92.4778,119942,831,polygon,FALSE,TRUE,America/Chicago,2,55902 55901 55906 55904 55905,1840008987
East Los Angeles,East Los Angeles,CA,California,6037,Los Angeles,34.0326,-118.1691,119827,6212,polygon,FALSE,FALSE,America/Los_Angeles,2,90063 90022 90023,1840019206
Leominster,Leominster,MA,Massachusetts,25027,Worcester,42.5209,-71.7717,119690,558,polygon,FALSE,TRUE,America/New_York,2,1453,1840000437
Kingsport,Kingsport,TN,Tennessee,47163,Sullivan,36.5224,-82.5453,119666,397,polygon,FALSE,TRUE,America/New_York,2,37660 37664 37663 37665 37662 37669,1840014425
Duluth,Duluth,MN,Minnesota,27137,St. Louis,46.7756,-92.1392,119476,461,polygon,FALSE,TRUE,America/Chicago,2,55803 55802 55805 55804 55808 55810 55811 55812 55807 55806 55815 55816,1840007685
Lehigh Acres,Lehigh Acres,FL,Florida,12071,Lee,26.612,-81.6388,119205,496,polygon,FALSE,FALSE,America/New_York,2,33936 33973 33972 33971 33976 33974 33970,1840014220
Rock Hill,Rock Hill,SC,South Carolina,45091,York,34.9416,-81.0244,119105,750,polygon,FALSE,TRUE,America/New_York,2,29732 29733 29730 29731,1840014618
Gilroy,Gilroy,CA,California,6085,Santa Clara,37.0047,-121.5855,118993,1378,polygon,FALSE,TRUE,America/Los_Angeles,2,95020,1840020327
Cambridge,Cambridge,MA,Massachusetts,25017,Middlesex,42.3759,-71.1185,118927,7182,polygon,FALSE,TRUE,America/New_York,2,02142 02140 02141 02139 02138 02238 02477,1840000429
Sugar Land,Sugar Land,TX,Texas,48157,Fort Bend,29.5935,-95.6357,118488,1130,polygon,FALSE,TRUE,America/Chicago,2,77498 77478 77479 77487 77496,1840022217
Texas City,Texas City,TX,Texas,48167,Galveston,29.4128,-94.9658,118169,300,polygon,FALSE,TRUE,America/Chicago,2,77591 77590 77539 77554,1840022234
Iowa City,Iowa City,IA,Iowa,19103,Johnson,41.6559,-91.5303,118041,1133,polygon,FALSE,TRUE,America/Chicago,2,52245 52246 52240 52242 52243 52244,1840000532
Saginaw,Saginaw,MI,Michigan,26145,Saginaw,43.4199,-83.9501,117958,1087,polygon,FALSE,TRUE,America/Detroit,2,48607 48602 48601 48606 48663,1840002813
Chico,Chico,CA,California,6007,Butte,39.7575,-121.8152,117668,1191,polygon,FALSE,TRUE,America/Los_Angeles,2,95973 95926 95928 95927 95929 95976,1840018778
Dover,Dover,DE,Delaware,10001,Kent,39.161,-75.5203,117282,622,polygon,FALSE,TRUE,America/New_York,2,19902 19901 19904 19905 19906,1840005810
Norman,Norman,OK,Oklahoma,40027,Cleveland,35.2335,-97.3471,116973,269,polygon,FALSE,TRUE,America/Chicago,2,73019 73026 74857 73072 73071 73069 73068 73070,1840020451
Clearwater,Clearwater,FL,Florida,12103,Pinellas,27.9789,-82.7622,116946,1731,polygon,FALSE,TRUE,America/New_York,2,33755 33759 33756 33763 33761 33767 33764 33765 33757 33758 33766 33769,1840015110
Coeur d'Alene,Coeur d'Alene,ID,Idaho,16055,Kootenai,47.7041,-116.7935,116834,1260,polygon,FALSE,TRUE,America/Los_Angeles,2,83815 83814 83816,1840018402
Ponce,Ponce,PR,Puerto Rico,72113,Ponce,18.012,-66.6198,116796,1469,polygon,FALSE,FALSE,America/Puerto_Rico,2,00728 00717 00716 00730 00732 00733 00734,1630023669
Seaside,Seaside,CA,California,6053,Monterey,36.6224,-121.8191,116720,1410,polygon,FALSE,TRUE,America/Los_Angeles,2,93955,1840021634
Independence,Independence,MO,Missouri,29095,Jackson,39.0871,-94.3501,116672,577,polygon,FALSE,TRUE,America/Chicago,2,64054 64055 64056 64057 64050 64052 64053 64015 64016 64051,1840008534
West Jordan,West Jordan,UT,Utah,49035,Salt Lake,40.6024,-112.0008,116480,1391,polygon,FALSE,TRUE,America/Denver,2,84088 84081 84084,1840021388
Abilene,Abilene,TX,Texas,48441,Taylor,32.4543,-99.7384,116412,446,polygon,FALSE,TRUE,America/Chicago,2,79605 79699 79603 79601 79607 79606 79602 79604 79608 79697 79698,1840019476
Bloomington,Bloomington,IN,Indiana,18105,Monroe,39.1637,-86.5257,115884,1424,polygon,FALSE,TRUE,America/Indiana/Indianapolis,2,47406 47408 47401 47403 47404 47405 47407,1840007376
El Monte,El Monte,CA,California,6037,Los Angeles,34.0739,-118.0291,115487,4663,polygon,FALSE,TRUE,America/Los_Angeles,2,91732 91731 91733 91734 91735,1840020480
Carlsbad,Carlsbad,CA,California,6073,San Diego,33.1247,-117.2837,115382,1180,polygon,FALSE,TRUE,America/Los_Angeles,2,92008 92009 92011 92010 92013 92018,1840019352
North Charleston,North Charleston,SC,South Carolina,45019,Charleston,32.9066,-80.0722,115382,574,polygon,FALSE,TRUE,America/New_York,2,29423 29420 29456 29485 29483 29404 29405 29406 29418 29416 29419,1840015164
St. Cloud,St. Cloud,MN,Minnesota,27145,Stearns,45.5339,-94.1718,115028,660,polygon,FALSE,TRUE,America/Chicago,2,56304 56301 56303 56302 56372 56393 56395 56396,1840008881
Temecula,Temecula,CA,California,6065,Riverside,33.4928,-117.1315,114761,1188,polygon,FALSE,TRUE,America/Los_Angeles,2,92590 92591 92592 92589 92593,1840021937
Clovis,Clovis,CA,California,6019,Fresno,36.8278,-119.6831,114584,1741,polygon,FALSE,TRUE,America/Los_Angeles,2,93611 93612 93619 93613 93747,1840018944
Meridian,Meridian,ID,Idaho,16001,Ada,43.6112,-116.3968,114161,1297,polygon,FALSE,TRUE,America/Boise,2,83646 83642 83680,1840020046
Brandon,Brandon,FL,Florida,12057,Hillsborough,27.9367,-82.3,113279,1319,polygon,FALSE,FALSE,America/New_York,2,33511 33510 33594 33619 33584 33508 33509 33595,1840014151
Westminster,Westminster,CO,Colorado,8001,Adams,39.8837,-105.0624,113166,1383,polygon,FALSE,TRUE,America/Denver,2,80030 80031 80234 80005 80003 80021 80020 80035,1840021423
Costa Mesa,Costa Mesa,CA,California,6059,Orange,33.6667,-117.9135,113003,2762,polygon,FALSE,TRUE,America/Los_Angeles,2,92626 92627 92628,1840019326
Monroe,Monroe,LA,Louisiana,22073,Ouachita,32.5183,-92.0774,112891,623,polygon,FALSE,TRUE,America/Chicago,2,71209 71203 71202 71201 71207 71210 71212 71213 71217,1840014881
Utica,Utica,NY,New York,36065,Oneida,43.0961,-75.226,112650,1376,polygon,FALSE,TRUE,America/New_York,2,13501 13502 13503 13504 13505 13599,1840002746
Pompano Beach,Pompano Beach,FL,Florida,12011,Broward,26.2428,-80.1312,112118,1802,polygon,FALSE,TRUE,America/New_York,2,33069 33060 33062 33064 33061 33072 33074 33097,1840015143
West Palm Beach,West Palm Beach,FL,Florida,12099,Palm Beach,26.7468,-80.1316,111955,803,polygon,FALSE,TRUE,America/New_York,2,33411 33412 33417 33409 33407 33405 33401 33402 33422,1840015993
Waterloo,Waterloo,IA,Iowa,19013,Black Hawk,42.492,-92.3522,111631,423,polygon,FALSE,TRUE,America/Chicago,2,50707 50703 50702 50701,1840000440
Everett,Everett,WA,Washington,53061,Snohomish,47.9525,-122.1669,111475,1296,polygon,FALSE,TRUE,America/Los_Angeles,2,98207 98204 98205 98203 98201 98208 98275 98206 98213,1840019785
El Centro,El Centro,CA,California,6025,Imperial,32.7867,-115.5586,111425,1478,polygon,FALSE,TRUE,America/Los_Angeles,2,92243 92244,1840020630
Santa Fe,Santa Fe,NM,New Mexico,35049,Santa Fe,35.6619,-105.9819,111269,625,polygon,FALSE,TRUE,America/Denver,2,87505 87507 87501 87502 87503 87509,1840021707
Downey,Downey,CA,California,6037,Los Angeles,33.9379,-118.1312,111126,3457,polygon,FALSE,TRUE,America/Los_Angeles,2,90242 90240 90241 90239,1840019245
Lowell,Lowell,MA,Massachusetts,25017,Middlesex,42.6389,-71.3217,110997,3149,polygon,FALSE,TRUE,America/New_York,2,01851 01850 01852 01854 01853,1840000426
Centennial,Centennial,CO,Colorado,8005,Arapahoe,39.5926,-104.8674,110937,1448,polygon,FALSE,TRUE,America/Denver,2,80122 80121 80112 80016 80015 80111 80155 80161,1840018792
Elgin,Elgin,IL,Illinois,17089,Kane,42.0385,-88.3229,110849,1141,polygon,FALSE,TRUE,America/Chicago,2,60120 60123 60124 60121 60122,1840008134
Richmond,Richmond,CA,California,6013,Contra Costa,37.9477,-122.339,110567,1420,polygon,FALSE,TRUE,America/Los_Angeles,2,94530 94850 94801 94803 94804 94805 94806 94802 94807 94808,1840020277
Broken Arrow,Broken Arrow,OK,Oklahoma,40143,Tulsa,36.0365,-95.7809,110198,688,polygon,FALSE,TRUE,America/Chicago,2,74014 74011 74012 74013,1840019059
Miami Gardens,Miami Gardens,FL,Florida,12086,Miami-Dade,25.9433,-80.2426,110001,2329,polygon,FALSE,TRUE,America/New_York,2,33014 33169 33055 33056 33054 33269,1840015151
The Woodlands,The Woodlands,TX,Texas,48339,Montgomery,30.1738,-95.5134,109843,981,polygon,FALSE,FALSE,America/Chicago,2,77380 77381 77382 77384 77389 77393,1840019585
Bend,Bend,OR,Oregon,41017,Deschutes,44.0562,-121.3087,109802,1171,polygon,FALSE,TRUE,America/Los_Angeles,2,97702 97701 97703 97708 97709,1840018618
Burlington,Burlington,VT,Vermont,50007,Chittenden,44.4877,-73.2314,109763,1604,polygon,FALSE,TRUE,America/New_York,2,05405 05401 05408 05406,1840002310
Jurupa Valley,Jurupa Valley,CA,California,6065,Riverside,34.001,-117.4705,109527,984,polygon,FALSE,TRUE,America/Los_Angeles,2,92509 91752 92519,1840043419
Sandy Springs,Sandy Springs,GA,Georgia,13121,Fulton,33.9366,-84.3703,109452,1122,polygon,FALSE,TRUE,America/New_York,2,30339 30350 30327 30328 30342 30358 31150 31156,1840015609
Gresham,Gresham,OR,Oregon,41051,Multnomah,45.5023,-122.4413,109381,1808,polygon,FALSE,TRUE,America/Los_Angeles,2,97030 97233 97230 97080,1840019939
Lewisville,Lewisville,TX,Texas,48121,Denton,33.0452,-96.9823,109212,1148,polygon,FALSE,TRUE,America/Chicago,2,75067 75056 75057 75077 75065 75029,1840020639
Hillsboro,Hillsboro,OR,Oregon,41067,Washington,45.5272,-122.9361,109128,1640,polygon,FALSE,TRUE,America/Los_Angeles,2,97006 97123 97124 97129,1840019932
San Buenaventura,San Buenaventura,CA,California,6111,Ventura,34.2741,-119.2314,109106,1925,polygon,FALSE,TRUE,America/Los_Angeles,2,93004 93001 93003 93002 93005 93006 93007 93009,1840037414
Jacksonville,Jacksonville,NC,North Carolina,37133,Onslow,34.7288,-77.3941,108856,574,polygon,FALSE,TRUE,America/New_York,2,28546 28547 28543 28540 28541 28542 28545,1840014653
Pottstown,Pottstown,PA,Pennsylvania,42091,Montgomery,40.2507,-75.6444,108758,1798,polygon,FALSE,TRUE,America/New_York,2,19464,1840001373
Inglewood,Inglewood,CA,California,6037,Los Angeles,33.9566,-118.3444,108151,4604,polygon,FALSE,TRUE,America/Los_Angeles,2,90305 90304 90303 90302 90301 90306 90307 90308 90309 90311 90312,1840019237
Spring Hill,Spring Hill,FL,Florida,12053,Hernando,28.4797,-82.53,107855,695,polygon,FALSE,FALSE,America/New_York,2,34609 34608 34604 34606 34611,1840014105
League City,League City,TX,Texas,48167,Galveston,29.4873,-95.1087,107536,809,polygon,FALSE,TRUE,America/Chicago,2,77573 77598 77511 77539 77565 77574 77592,1840020973
Eau Claire,Eau Claire,WI,Wisconsin,55035,Eau Claire,44.8199,-91.4949,107404,812,polygon,FALSE,TRUE,America/Chicago,2,54703 54701 54702,1840002296
Turlock,Turlock,CA,California,6099,Stanislaus,37.5053,-120.8588,107317,1679,polygon,FALSE,TRUE,America/Los_Angeles,2,95380 95382 95381,1840021533
Temple,Temple,TX,Texas,48027,Bell,31.1076,-97.3894,107258,429,polygon,FALSE,TRUE,America/Chicago,2,76501 76502 76504 76508 76533,1840022154
Sioux City,Sioux City,IA,Iowa,19193,Woodbury,42.4959,-96.3901,106455,545,polygon,FALSE,TRUE,America/Chicago,2,51106 51104 51105 51103 51101 51108 51109 51111,1840000447
Salisbury,Salisbury,MD,Maryland,24045,Wicomico,38.3756,-75.5867,106447,927,polygon,FALSE,TRUE,America/New_York,2,21802 21804 21801,1840006219
Davie,Davie,FL,Florida,12011,Broward,26.0789,-80.287,106306,1175,polygon,FALSE,TRUE,America/New_York,2,33324 33325 33331 33330 33328 33317 33314 33355,1840017272
Daly City,Daly City,CA,California,6081,San Mateo,37.6862,-122.4685,106280,5370,polygon,FALSE,TRUE,America/Los_Angeles,2,94015 94014 94016 94017,1840018926
Allen,Allen,TX,Texas,48085,Collin,33.1088,-96.6735,105623,1544,polygon,FALSE,TRUE,America/Chicago,2,75002 75013,1840019396
Highlands Ranch,Highlands Ranch,CO,Colorado,8035,Douglas,39.5419,-104.9708,105147,1672,polygon,FALSE,FALSE,America/Denver,2,80129 80126 80130 80163,1840028579
West Covina,West Covina,CA,California,6037,Los Angeles,34.0555,-117.9112,105101,2529,polygon,FALSE,TRUE,America/Los_Angeles,2,91792 91791 91790 91793,1840021876
Sparks,Sparks,NV,Nevada,32031,Washoe,39.5729,-119.7157,105006,1131,polygon,FALSE,TRUE,America/Los_Angeles,2,89436 89434 89431 89432 89435 89437,1840021337
San Mateo,San Mateo,CA,California,6081,San Mateo,37.5521,-122.3122,104430,3312,polygon,FALSE,TRUE,America/Los_Angeles,2,94404 94401 94402 94403 94497,1840021551
Norwalk,Norwalk,CA,California,6037,Los Angeles,33.9069,-118.0829,103949,4133,polygon,FALSE,TRUE,America/Los_Angeles,2,90650 90651 90652,1840020501
Columbia,Columbia,MD,Maryland,24027,Howard,39.2004,-76.859,103663,1253,polygon,FALSE,FALSE,America/New_York,2,21044 21045 21046 21029 21150,1840005803
Rialto,Rialto,CA,California,6071,San Bernardino,34.1174,-117.3894,103526,1665,polygon,FALSE,TRUE,America/Los_Angeles,2,92316 92376 92377,1840020407
Manteca,Manteca,CA,California,6077,San Joaquin,37.7927,-121.2264,103420,1498,polygon,FALSE,TRUE,America/Los_Angeles,2,95337 95336,1840020265
El Cajon,El Cajon,CA,California,6073,San Diego,32.8017,-116.9605,102708,2732,polygon,FALSE,TRUE,America/Los_Angeles,2,92020 92021 92019,1840020618
Burbank,Burbank,CA,California,6037,Los Angeles,34.1879,-118.3235,102511,2285,polygon,FALSE,TRUE,America/Los_Angeles,2,91506 91504 91505 91502 91501 91503 91507 91508 91510 91521 91522 91523 91526,1840019233
Longmont,Longmont,CO,Colorado,8013,Boulder,40.1686,-105.1005,102474,1306,polygon,FALSE,TRUE,America/Denver,2,80501 80503 80504,1840020178
Renton,Renton,WA,Washington,53033,King,47.4784,-122.1919,101751,1676,polygon,FALSE,TRUE,America/Los_Angeles,2,98059 98058 98057 98056 98055,1840019827
Vista,Vista,CA,California,6073,San Diego,33.1896,-117.2386,101638,2093,polygon,FALSE,TRUE,America/Los_Angeles,2,92084 92083 92081 92085,1840021994
Logan,Logan,UT,Utah,49005,Cache,41.74,-111.8419,101616,1126,polygon,FALSE,TRUE,America/Denver,2,84321 84341 84322,1840020108
Prescott Valley,Prescott Valley,AZ,Arizona,4025,Yavapai,34.5983,-112.3176,101539,439,polygon,FALSE,TRUE,America/Phoenix,2,86327 86315 86314 86312,1840021772
Vacaville,Vacaville,CA,California,6095,Solano,38.359,-121.968,101444,1330,polygon,FALSE,TRUE,America/Los_Angeles,2,95687 95688,1840021498
Edinburg,Edinburg,TX,Texas,48215,Hidalgo,26.3197,-98.1596,101170,873,polygon,FALSE,TRUE,America/Chicago,2,78539 78542 78541 78540,1840021020
Carmel,Carmel,IN,Indiana,18057,Hamilton,39.965,-86.146,101068,795,polygon,FALSE,TRUE,America/Indiana/Indianapolis,2,46290 46032 46033 46280 46082 46085,1840007260
Spokane Valley,Spokane Valley,WA,Washington,53063,Spokane,47.6626,-117.2346,101060,1034,polygon,FALSE,TRUE,America/Los_Angeles,2,99206 99016 99212 99216 99037 99211 99213 99215,1840021094
San Angelo,San Angelo,TX,Texas,48451,Tom Green,31.4424,-100.4506,100773,653,polygon,FALSE,TRUE,America/Chicago,2,76905 76904 76901 76903 76908 76886 76902 76906 76909,1840022146
La Crosse,La Crosse,WI,Wisconsin,55063,La Crosse,43.824,-91.2268,100693,911,polygon,FALSE,TRUE,America/Chicago,2,54601 54603 54602,1840002577
Arden-Arcade,Arden-Arcade,CA,California,6067,Sacramento,38.6034,-121.381,100548,2184,polygon,FALSE,TRUE,America/Los_Angeles,2,95864 95821 95825 95608 95860 95865 95866,1840036690
Idaho Falls,Idaho Falls,ID,Idaho,16019,Bonneville,43.4872,-112.0362,100442,1011,polygon,FALSE,TRUE,America/Boise,2,83401 83402 83404 83415,1840018644
Holland,Holland,MI,Michigan,26139,Ottawa,42.7677,-86.0985,100432,768,polygon,FALSE,TRUE,America/Detroit,2,49423 49422,1840002996
Charlottesville,Charlottesville,VA,Virginia,51540,Charlottesville,38.0375,-78.4855,100416,1781,polygon,FALSE,TRUE,America/New_York,2,22901 22902 22903 22905 22906 22909,1840001678
Longview,Longview,TX,Texas,48183,Gregg,32.5193,-94.7621,100330,565,polygon,FALSE,TRUE,America/Chicago,2,75602 75601 75605 75604 75606 75608 75615 75660,1840020746
Tracy,Tracy,CA,California,6077,San Joaquin,37.7269,-121.4522,100049,1412,polygon,FALSE,TRUE,America/Los_Angeles,2,95377 95376 95304,1840021518
Boca Raton,Boca Raton,FL,Florida,12099,Palm Beach,26.3752,-80.108,99805,1320,polygon,FALSE,TRUE,America/New_York,3,33496 33487 33486 33432 33433 33431 33434 33427 33429 33481 33499,1840014207
Lafayette,Lafayette,CO,Colorado,8013,Boulder,39.9949,-105.0997,99645,1257,polygon,FALSE,TRUE,America/Denver,3,80026,1840020180
Wichita Falls,Wichita Falls,TX,Texas,48485,Wichita,33.9072,-98.5291,99557,561,polygon,FALSE,TRUE,America/Chicago,3,76308 76310 76311 76309 76306 76305 76302 76301 76307,1840021923
Rio Rancho,Rio Rancho,NM,New Mexico,35043,Sandoval,35.2872,-106.6981,99178,370,polygon,FALSE,TRUE,America/Denver,3,87124 87121 87144 87174,1840020387
South Fulton,South Fulton,GA,Georgia,13121,Fulton,33.6269,-84.5802,99155,451,polygon,FALSE,TRUE,America/New_York,3,30336 30331 30349 30291 30296 30213 31131,1840029465
Beaverton,Beaverton,OR,Oregon,41067,Washington,45.4779,-122.8168,99037,1952,polygon,FALSE,TRUE,America/Los_Angeles,3,97225 97005 97007 97006 97008 97075 97076 97077 97079,1840018556
